index,trialid,source_register,date_registration,date_enrollement,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,intervention_type,intervention,web_address,results_url_link,last_refreshed_on,first_seen
523,NCT04312100,ClinicalTrials.gov,2020-03-13,2020-02-01,Henan Provincial People's Hospital,Recruiting,Not Applicable,Observational,China,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Drug,Oxygen,https://clinicaltrials.gov/show/NCT04312100,No Results,2020-03-23,2020-03-25
524,NCT04311398,ClinicalTrials.gov,2020-03-14,2020-03-14,Huashan Hospital,Not Recruiting,Not Applicable,Observational,China,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Diagnosis,No Intervention,https://clinicaltrials.gov/show/NCT04311398,No Results,2020-03-23,2020-03-25
525,NCT04313023,ClinicalTrials.gov,2020-03-16,2020-04-01,"Pulmotect, Inc.",Not Recruiting,Phase 2,Interventional,No Country Given,The Use PUL-042 Inhalation Solution to Prevent COVID-19 in Adults Exposed to SARS-CoV-2,Drug,"PUL-042, unspecified immunomodulatory drug",https://clinicaltrials.gov/show/NCT04313023,No Results,2020-03-23,2020-03-25
526,NCT04314232,ClinicalTrials.gov,2020-03-17,2020-03-23,"University Hospital, Akershus",Not Recruiting,Phase 3,Observational,No Country Given,Mechanisms to Morbidity and Mortality for Covid-19,Prognosis,No Intervention,https://clinicaltrials.gov/show/NCT04314232,No Results,2020-03-23,2020-03-25
527,NCT04315298,ClinicalTrials.gov,2020-03-15,2020-03-16,Regeneron Pharmaceuticals,Recruiting,Phase 2/Phase 3,Interventional,United States,Evaluation of the Efficacy and Safety of Sarilumab in Hospitalized Patients With COVID-19,Drug,Sarilumab,https://clinicaltrials.gov/show/NCT04315298,No Results,2020-03-23,2020-03-25
528,NCT04313127,ClinicalTrials.gov,2020-03-15,2020-03-19,CanSino Biologics Inc.,Not Recruiting,Phase 1,Interventional,No Country Given,Phase I Clinical Trial in Healthy Adult,ATMP,Adenovirus vector,https://clinicaltrials.gov/show/NCT04313127,No Results,2020-03-23,2020-03-25
529,NCT04315870,ClinicalTrials.gov,2020-03-18,2020-01-01,Federico II University,Recruiting,Not Applicable,Observational,Italy,Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy: The Italian Registry on Coronavirus in Pregnancy.,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04315870,No Results,2020-03-23,2020-03-25
530,NCT04315987,ClinicalTrials.gov,2020-03-18,2020-04-01,Azidus Brasil,Not Recruiting,Phase 1,Interventional,No Country Given,Mesenchymal Stem Cell NestCellÂ® to Treat Patients With Severe COVID-19 Pneumonia,ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04315987,No Results,2020-03-23,2020-03-25
531,NCT04316728,ClinicalTrials.gov,2020-03-14,2020-03-01,"Centro Studi Internazionali, Italy",Not Recruiting,Not Applicable,Interventional,Italy,Clinical Performance of the VivaDiag â„¢ COVID-19 lgM / IgG Rapid Test in Early Detecting the Infection of COVID-19,Diagnosis,No Intervention,https://clinicaltrials.gov/show/NCT04316728,No Results,2020-03-23,2020-03-25
532,NCT04313946,ClinicalTrials.gov,2020-03-17,2020-03-18,Professor Adrian Covic,Recruiting,Not Applicable,Observational,Romania,Artificial Intelligence Algorithms for Discriminating Between COVID-19 and Influenza Pneumonitis Using Chest X-Rays,Diagnosis,No Intervention,https://clinicaltrials.gov/show/NCT04313946,No Results,2020-03-23,2020-03-25
533,NCT04314817,ClinicalTrials.gov,2020-03-17,2020-03-17,Groupe Hospitalier Pitie-Salpetriere,Recruiting,Phase 1,Observational,France,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Traditional Medicine (Unspecified),Traditional Medicine,https://clinicaltrials.gov/show/NCT04314817,No Results,2020-03-23,2020-03-25
534,NCT04315896,ClinicalTrials.gov,2020-03-18,2020-03-23,"National Institute of Respiratory Diseases, Mexico",Not Recruiting,Phase 3,Interventional,No Country Given,Hydroxychloroquine Treatment for Severe COVID-19 Pulmonary Infection (HYDRA Trial),Drug,Hydroxychloroquine,https://clinicaltrials.gov/show/NCT04315896,No Results,2020-03-23,2020-03-25
535,NCT04315948,ClinicalTrials.gov,2020-03-13,2020-03-01,INSERM,Not Recruiting,Phase 3,Interventional,No Country Given,Trial of Treatments for COVID-19 in Hospitalized Adults,Drug,Combination: remdesivir vs Lopinavir/Ritonavir vs Lopinavir/Ritonavir + interferon beta vs Hydroxychloroquine,https://clinicaltrials.gov/show/NCT04315948,No Results,2020-03-23,2020-03-25
536,NCT04312997,ClinicalTrials.gov,2020-03-16,2020-04-01,"Pulmotect, Inc.",Not Recruiting,Phase 2,Interventional,United States,The Use of PUL-042 Inhalation Solution to Reduce the Severity of COVID-19 in Adults Positive for SARS-CoV-2 Infection,Drug,"PUL-042, unspecified immunomodulatory drug",https://clinicaltrials.gov/show/NCT04312997,No Results,2020-03-23,2020-03-25
537,NCT04314271,ClinicalTrials.gov,2020-03-16,2020-03-20,Xiangya Hospital of Central South University,Recruiting,Not Applicable,Observational,China,The Observational Study of Cardiac and Pulmonary Ultrasound and Evaluation of Treatment of Severe Patients With Novel Coronavirus Pneumonia,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04314271,No Results,2020-03-23,2020-03-25
538,NCT04316884,ClinicalTrials.gov,2020-03-13,2020-03-12,Uppsala University,Recruiting,Phase 4,Observational,Sweden,Mechanisms for Organ Dysfunction in Covid-19,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04316884,No Results,2020-03-23,2020-03-25
539,NCT04317092,ClinicalTrials.gov,2020-03-19,2020-03-19,National Cancer Institute,Recruiting,Phase 2,Interventional,Italy,Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),Drug,Tocilizumab,https://clinicaltrials.gov/show/NCT04317092,No Results,2020-03-23,2020-03-25
540,NCT04316299,ClinicalTrials.gov,2020-03-17,2020-02-26,Zhenhua Zen,Not Recruiting,Not Applicable,Observational,China,Acute Kidney Injury in Patients Hospitalized With COVID-19,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04316299,No Results,2020-03-23,2020-03-25
541,NCT04317040,ClinicalTrials.gov,2020-03-19,2020-05-01,"OncoImmune, Inc.",Not Recruiting,Phase 3,Interventional,United States,CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment,ATMP,Gene-derived protein,https://clinicaltrials.gov/show/NCT04317040,No Results,2020-03-23,2020-03-25
542,ChiCTR2000031163,ChiCTR,2020-03-23,2020-02-16,The People's Hospital of Guangxi Zhuang Autonomous Region,Not Recruiting,Not Applicable,Observational,China,The relationship between Vitamin D andnovel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51390,No Results,2020-03-23,2020-03-25
543,NCT04316377,ClinicalTrials.gov,2020-03-13,2020-03-23,"University Hospital, Akershus",Not Recruiting,Phase 4,Interventional,No Country Given,Norwegian Coronavirus Disease 2019 Study,Drug,Hydroxychloroquine,https://clinicaltrials.gov/show/NCT04316377,No Results,2020-03-23,2020-03-25
544,ISRCTN14966673,ISRCTN,2020-03-18,2020-03-20,University Hospital Southampton NHS Foundation Trust,Recruiting,Not Applicable,Interventional,United Kingdom,Does point-of-care testing for coronavirus in hospital improve patient care compared to laboratory testing?,Diagnosis,No Intervention,http://isrctn.com/ISRCTN14966673,No Results,2020-03-23,2020-03-25
545,ISRCTN86534580,ISRCTN,2020-03-22,2020-03-25,University of Oxford,Recruiting,Phase 3,Interventional,United Kingdom,Can hydroxychloroquine and coronavirus swabbing reduce hospital admission or death for older patients with suspected coronavirus infection?,Drug,Hydroxychloroquine,http://isrctn.com/ISRCTN86534580,No Results,2020-03-23,2020-03-25
546,ChiCTR2000031115,ChiCTR,2020-03-22,2020-05-01,Zhengzhou People's Hospital,Recruiting,Not Applicable,Observational,China,A medical records based study of peripheral blood T lymphocyte subsets in patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51032,No Results,2020-03-23,2020-03-25
547,ChiCTR2000031140,ChiCTR,2020-03-22,2020-02-01,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Study for the impact on fetus and neonates of vertical transmission of 2019-nCoV,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50605,No Results,2020-03-23,2020-03-25
548,ChiCTR2000031138,ChiCTR,2020-03-22,2020-02-26,"The Third Xiangya Hospital, Central South University",Recruiting,Not Applicable,Interventional,China,Prospective exploratory clinical research on the efficacy and safety of pirfenidone capsules in the treatment of severe novel coronavirus pneumonia (COVID-19),Drug,Pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=51416,No Results,2020-03-23,2020-03-25
549,ChiCTR2000031150,ChiCTR,2020-03-23,2020-04-01,"Hwa Mei Hospital, University of Chinese Academy of Sciences",Recruiting,Not Applicable,Health services research,China,Application of radiology in the prevention and control system of emergency respiratory infectious diseases,Other (radiology),Radiology,http://www.chictr.org.cn/showproj.aspx?proj=51021,No Results,2020-03-23,2020-03-25
550,ChiCTR2000031139,ChiCTR,2020-03-22,2020-03-20,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Recruiting,Not Applicable,Interventional,China,Safety and Effectiveness of Human embryonic stem cell-derived M cells (CAStem) for Pulmonary Fibrosis Correlated with novel coronavirus pneumonia (COVID-19),ATMP,"Cells, stem cells",http://www.chictr.org.cn/showproj.aspx?proj=51404,No Results,2020-03-23,2020-03-25
551,ChiCTR2000031104,ChiCTR,2020-03-22,2020-02-05,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Not Applicable,Observational,China,Study for metagenomics of patients with novel coronavirus pneumonia (COVID-19),Genomics,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51185,No Results,2020-03-23,2020-03-25
552,ChiCTR2000031088,ChiCTR,2020-03-22,2020-02-09,Xiangyang First People's Hospital,Recruiting,Not Applicable,Observational,China,A prognosis study of novel coronavirus pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51132,No Results,2020-03-23,2020-03-25
553,ChiCTR2000031089,ChiCTR,2020-03-22,2020-03-13,Guangzhou Eighth People's Hospital,Not Recruiting,Not Applicable,Interventional,China,A medical records based study for Tou-Jie-Qu-Wen Granules in the Treatment of mild and moderate patients with novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=51136,No Results,2020-03-23,2020-03-25
554,ChiCTR2000030993,ChiCTR,2020-03-20,2020-03-12,Renmin Hospital of Wuhan University,Not Recruiting,Not Applicable,Diagnostic test,China,A medical records based study for the value of Upper Respiratory Tract Virus Detection in the assessment of rehabilitation of novel coronavirus pneumonia (COVID-19) patient,Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51342,No Results,2020-03-23,2020-03-25
555,ChiCTR2000031090,ChiCTR,2020-03-22,2020-03-23,Ningbo Kangning Hospital,Not Recruiting,Not Applicable,Interventional,China,Psychological Support for Diagnosed Patients with novel coronavirus pneumonia (COVID-19),Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=51148,No Results,2020-03-23,2020-03-25
556,ChiCTR2000030996,ChiCTR,2020-03-20,2020-03-18,"Xiyuan Hospital, Chinese Academy of Traditional Chinese Medicine",Recruiting,Not Applicable,Interventional,China,Effect of Auricular point pressing on insomnia of novel coronavirus pneumonia (COVID-19) patients: a randomized controlled trial.,Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=51349,No Results,2020-03-23,2020-03-25
557,ChiCTR2000030992,ChiCTR,2020-03-20,2020-03-10,"Changzheng Hospital, Naval Military Medical University, Shanghai",Recruiting,Not Applicable,Diagnostic test,No Country Given,A medical records based study for the diagnosis and prognosis prediction AI model of novel coronavirus pneumonia (COVID-19),Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51338,No Results,2020-03-23,2020-03-25
558,ChiCTR2000030989,ChiCTR,2020-03-20,2020-03-20,Beijing Normal University,Not Recruiting,Not Applicable,Interventional,China,Internet based Solution Focused Brief Therapy treating adolescent anxiety under the novel coronavirus pneumonia (COVID-19) outbreak: A randomized controlled trial,Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=51331,No Results,2020-03-23,2020-03-25
559,ChiCTR2000031023,ChiCTR,2020-03-21,2020-03-16,Hu'nan Cancer Hospital,Recruiting,Not Applicable,Interventional,China,Perioperative immune prediction and intervention of tumor patients undergoing surgery during the novel coronavirus pneumonia (COVID-19) outbreak period,Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50984,No Results,2020-03-23,2020-03-25
560,ChiCTR2000031014,ChiCTR,2020-03-21,2020-03-19,"Hwa Mei Hospital, University of Chinese Academy of Sciences",Not Recruiting,Not Applicable,Observational,China,A Study for SARS-COV-2 RNA Level in Blood and Excrement of Novel Coronavirus Pneumonia (COVID-19) Convalescent Patients,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51348,No Results,2020-03-23,2020-03-25
561,ChiCTR2000030987,ChiCTR,2020-03-20,2020-03-05,"Beijing Chaoyang Hospital, Capital Medical University",Recruiting,Phase 2/Phase 3,Interventional,China,A Randomized Controlled Trial for Favipiravir Tablets Combine With Chloroquine Phosphate in the Treatment of Novel Coronavirus Pneumonia (COVID-19),Drug,Favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=51329,No Results,2020-03-23,2020-03-25
562,ChiCTR2000030985,ChiCTR,2020-03-20,2020-03-04,Renmin Hospital of Wuhan University,Not Recruiting,Not Applicable,Observational,China,"Psychological Responses of Medical Staff during the Metaphase of novel coronavirus pneumonia (COVID-19) Outbreak in Hubei, China",Other (psych),No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51311,No Results,2020-03-23,2020-03-25
563,ChiCTR2000030986,ChiCTR,2020-03-20,2020-03-20,Shenzhen Third People's Hospital,Recruiting,Not Applicable,Observational,China,Correlation of T lymphocytes level and clinical severity in novel coronavirus pneumonia (COVID-19) patients: a medical records based retrospective study,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51316,No Results,2020-03-23,2020-03-25
564,ChiCTR2000030961,ChiCTR,2020-03-20,2020-01-01,"Changzheng Hospital, Naval Military Medical University, Shanghai",Recruiting,Not Applicable,Observational,No Country Given,"A Medical Records Based Retrospective Study for Clinical Characteristics, Treatments and Prognosis of Patients with Novel Coronavirus Pneumonia (COVID-19) in WuHan",Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51291,No Results,2020-03-23,2020-03-25
565,ChiCTR2000030988,ChiCTR,2020-03-20,2020-03-23,Guangdong Provincial Hospital of Chinese Medicine,Not Recruiting,Not Applicable,Interventional,China,A RCT for Hua-Shi Bai-Du granules in patients with novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=51317,No Results,2020-03-23,2020-03-25
566,ChiCTR2000030941,ChiCTR,2020-03-18,2020-01-28,"Hu'nan Provincial People's Hospital, Hu'nan Normal University",Recruiting,Not Applicable,Observational,China,"A medical records based study for clinical features and prognosis of severe patients with novel coronavirus pneumonia (COVID-19) in Huanggan, Hubei in Huanggang.",Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51000,No Results,2020-03-23,2020-03-25
567,ChiCTR2000030947,ChiCTR,2020-03-19,2020-02-11,"Beijing Chaoyang Hospital, Capital Medical University",Recruiting,Not Applicable,Observational,China,A medical records based study for clinical application of extracorporeal membrane oxygenation in the treatment of severe respiratory failure patients with novel coronavirus pneumonia (COVID-19),Drug,Oxygen,http://www.chictr.org.cn/showproj.aspx?proj=51267,No Results,2020-03-23,2020-03-25
568,ChiCTR2000030946,ChiCTR,2020-03-19,2020-02-10,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Phase 4,Interventional,China,Effects of different VTE prevention methods on the prognosis of hospitalized patients with novel coronavirus pneumonia (COVID-19),Drug,LMWH,http://www.chictr.org.cn/showproj.aspx?proj=51265,No Results,2020-03-23,2020-03-25
