,trialid,registry,registration_date,enrollment_date,sponsors,recruitment_status,phase,study_type,countries,title,intervention_type,intervention,data_source,results_link,last_refreshed_on,first_seen
590,chictr2000030539,chictr,2020-03-06,2020-03-06,guangzhou eighth people's hospital,not recruiting,not applicable,interventional,china,study for clinical oral characteristics of patients with novel coronavirus pneumonia (covid-19) and effect of 3% hydrogen peroxide gargle on the intraoral novel coronavirus,drug,hydrogen peroxide,http://www.chictr.org.cn/showproj.aspx?proj=50660,no results,2020-03-23,2020-08-03
591,chictr2000030095,chictr,2020-02-23,2020-02-23,the first affiliated hospital of nanchang university,recruiting,not applicable,observational,china,a medical records based study for optimization and evaluation of the comprehensive diagnosis and treatment of novel coronavirus pneumonia (covid-19) and the assessment of risk factors for severe pneumonia,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49845,no results,2020-03-23,2020-03-18
592,chictr2000030922,chictr,2020-03-17,2020-02-26,foshan first people's hospital,recruiting,not applicable,interventional,china,"prospective,open-label,controlled,multicenter cohort study of long-acting interferon plus ribavirin in patients with novel coronavirus pneumonia (covid-19)",drug,combination: nterferon + ribavirin,http://www.chictr.org.cn/showproj.aspx?proj=51141,no results,2020-03-23,2020-03-25
593,chictr2000030906,chictr,2020-03-17,2020-03-10,jiangsu provincial center for disease control and prevention,recruiting,phase 1,prevention,china,a phase i clinical trial for recombinant novel coronavirus (2019-cov) vaccine (adenoviral vector),atmp,adenovirus vector,http://www.chictr.org.cn/showproj.aspx?proj=51154,no results,2020-03-23,2020-03-25
594,chictr2000029955,chictr,2020-02-17,2020-03-01,"west china second hospital,sichuan university",not recruiting,not applicable,diagnostic test,china,evaluation of myocardial injury of novel coronavirus pneumonia (covid-19) assessed by multimodal mri imaging,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49531,no results,2020-03-23,2020-08-03
595,chictr2000029830,chictr,2020-02-15,2020-02-14,the fifth affiliated hospital of sun yat-sen university,not recruiting,not applicable,observational,china,"a study for the psychological status,social support,and care needs of tumor patients admitted to a general hospital during the novel coronavirus pneumonia (covid-19) outbreak",other (psych),no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49511,no results,2020-03-23,2020-03-18
596,chictr2000030519,chictr,2020-03-05,2020-03-06,guangzhou eighth people's hospital,not recruiting,not applicable,observational,china,study for the clinical characteristics and digestive system damage of novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50604,no results,2020-03-23,2020-08-03
597,chictr2000030254,chictr,2020-02-26,2020-02-20,zhongnan hospital of wuhan university,not recruiting,not applicable,interventional,china,"the efficacy and safety of favipiravir for novel coronavirusâ€“infected pneumonia: a multicenter,randomized,open,positive,parallel-controlled clinical study",drug,favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=50137,no results,2020-03-23,2020-08-03
598,chictr2000029658,chictr,2020-02-09,2020-02-10,central theater general hospital of pla,no status given,not applicable,interventional,china,nasal high-fow preoxygenation assisted fibre-optic bronchoscope intubation in patients with critical novel coronavirus pneumonia (covid-19),diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49074,no results,2020-03-23,2020-08-03
599,chictr2000029573,chictr,2020-02-05,2020-02-06,the first affiliated hospital of medical college of zhejiang university,recruiting,phase 4,interventional,china,"a multicenter,randomized,open,controlled clinical study to evaluate the efficacy and safety of recombinant cytokine gene-derived protein injection in combination with standard therapy in patients with novel coronavirus infection",atmp,gene-derived protein,http://www.chictr.org.cn/showproj.aspx?proj=49065,no results,2020-03-23,2020-08-03
600,chictr2000029496,chictr,2020-02-03,2020-01-29,"the first hospital of changsha,the second xiangya hospital of central south university",recruiting,phase 4,interventional,china,"a randomized,open label,parallel controlled trial of evaluating the efficacy of recombinant cytokine gene-derived protein injection for clearing novel coronavirus in patients with novel coronavirus pneumonia (covid-19)",atmp,gene-derived protein,http://www.chictr.org.cn/showproj.aspx?proj=48809,no results,2020-03-23,2020-08-03
601,chictr2000029868,chictr,2020-02-15,2020-02-11,"ruijin hospital,shanghai jiaotong university school of medicine",not recruiting,phase 4,interventional,china,"hydroxychloroquine treating novel coronavirus pneumonia (covid-19): a randomized controlled,open label,multicenter trial",drug,hydroxychloroquine,http://www.chictr.org.cn/showproj.aspx?proj=49524,no results,2020-03-23,2020-08-03
602,euctr2020-000936-23-fr,eu clinical trials register,2020-03-09,2020-03-09,inserm,authorised,phase 3,interventional,france,"multi-centre,adaptive,randomized trial of the safety and efficacy of treatments of covid-19 in hospitalized adults",drug,"combination: remdesivir,lopinavir/ritonavir,interferon beta-1a,hydroxychloroquine",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-000936-23,no results,2020-03-23,2020-03-25
603,irct20100228003449n27,irct,2020-03-16,2020-03-15,tehran university of medical sciences,recruiting,phase 2/phase 3,interventional,iran,interferon ãÿ in treatment  of covid-19,drug,interferon beta,http://en.irct.ir/trial/46545,no results,2020-03-24,2020-03-25
604,irct20200316046792n1,irct,2020-03-17,2020-03-16,iran university of medical sciences,recruiting,phase 2/phase 3,interventional,iran,effect of herbal syrup and solution in treatment of covid-19,traditional medicine (drug),traditional medicine,http://en.irct.ir/trial/46554,no results,2020-03-24,2020-03-25
605,nl8460,netherlands trial register,2020-03-16,2020-03-16,no sponsor name given,recruiting,not applicable,observational,the netherlands,biomarkers for prognosis in critically ill covid-19 patients : a prospective cohort study,prognosis,no intervention,https://trialregister.nl/trial/8460,no results,2020-03-23,2020-03-25
606,euctr2020-001023-14-gb,eu clinical trials register,2020-03-17,2020-03-17,synairgen research limited,authorised,phase 2,interventional,united kingdom,a trial of an inhaled antiviral drug to treat or prevent severe respiratory difficulties in patients with covid-19,drug,interferon beta,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001023-14,no results,2020-03-23,2020-03-25
607,euctr2020-000890-25-fr,eu clinical trials register,2020-03-10,2020-03-05,fondation méditerranée infection (fmi) - ihu méditerranée infection,authorised,phase 3,interventional,france,hydroxychloroquine as a treatment for coronavirus disease covid-19,drug,hydroxychloroquine,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-000890-25,no results,2020-03-23,2020-03-25
608,drks00021134,german clinical trials register,2020-03-19,2020-03-20,university hospital leipzig,not recruiting,not applicable,observational,germany,identification of host cell respiratory tract cell gene expression and epigenetic pattern after human sars-cov-2 infection,genomics,no intervention,http://www.drks.de/drks00021134,no results,2020-03-23,2020-03-25
609,irct20100228003449n28,irct,2020-03-19,2020-03-15,tehran university of medical sciences,recruiting,phase 2/phase 3,interventional,iran,interferon in treatment of covid-19,drug,interferon beta,http://en.irct.ir/trial/46538,no results,2020-03-24,2020-03-25
610,irct20160625028622n1,irct,2020-03-22,2020-03-19,qazvin university of medical sciences,recruiting,phase 2,interventional,iran,the effect of noscapine  on clinical and pulmonary manifestations of covid-19 patients,drug,noscapine,http://en.irct.ir/trial/46576,no results,2020-03-24,2020-03-25
611,irct20151227025726n12,irct,2020-03-23,2020-03-03,shahid beheshti university of medical sciences,recruiting,phase 3,interventional,iran,evaluting the therapeutic and adverse effects of interferon beta 1-a in patients with novel coronavirus(covid-19),drug,interferon beta,http://en.irct.ir/trial/46561,no results,2020-03-24,2020-03-25
612,irct20100228003449n29,irct,2020-03-19,2020-03-18,tehran university of medical sciences,recruiting,phase 2/phase 3,interventional,iran,?effect of sofosbuvir/ ledipasvir on covid-19,drug,combination: sofosbuvir/ledipasvir,http://en.irct.ir/trial/46567,no results,2020-03-24,2020-03-25
613,irct20200128046294n2,irct,2020-03-14,2020-03-26,digestive disease research institute,not recruiting,phase 3,interventional,iran,study to evaluate the safety and efficacy of sofosbuvir/daclatasvir in participants with moderate to severe coronavirus disease (covid-19),drug,combination: sofosbuvir/daclatasvir,http://en.irct.ir/trial/46463,no results,2020-03-24,2020-03-25
614,tctr20200321001,tctr,2020-03-20,2020-03-20,study group for efficiency and quality of emergency departments and non-scheduled activities departm,not recruiting,not applicable,observational,france,ed response against covid-19 pandemic,other,no intervention,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=5975,no results,2020-03-25,2020-03-25
615,irct20100228003449n30,irct,2020-03-22,2020-03-15,tehran university of medical sciences,recruiting,phase 2/phase 3,interventional,iran,combination therapy in covid 19,drug,"combination: hydroxychloroquine,oseltamivir,lopinavir,atazanavir/ritonavir",http://en.irct.ir/trial/46536,no results,2020-03-24,2020-03-25
616,jprn-jrcts031190227,jprn,2020-02-27,2020-02-27,tokue yutaka,not recruiting,phase 2,interventional,japan,triple combination therapy in patients infected with covid-19,drug,"combination: lopinavir,ritonavir,hydroxychloroquine",https://jrct.niph.go.jp/latest-detail/jrcts031190227,no results,2020-03-23,2020-03-25
617,jprn-jrcts031190226,jprn,2020-02-27,2020-02-27,tokue yutaka,recruiting,phase 2,interventional,japan,favipiravir in patients infected with covid-19,drug,favipiravir,https://jrct.niph.go.jp/latest-detail/jrcts031190226,no results,2020-03-23,2020-03-25
618,jprn-jrcts041190120,jprn,2020-03-02,2020-03-02,doi yohei,recruiting,phase 2,interventional,japan,favipiravir for sars-cov-infected patients,drug,favipiravir,https://jrct.niph.go.jp/latest-detail/jrcts041190120,no results,2020-03-23,2020-03-25
619,jprn-umin000039686,jprn,2020-03-06,2020-02-01,the prince charles hospital,recruiting,not applicable,observational,"japan,australia,asia,europe",extracorporeal membrane oxygenation for 2019 novel coronavirus acute respiratory disease,drug,oxygen,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=r000045268,no results,2020-03-23,2020-03-25
620,jprn-umin000039873,jprn,2020-03-19,2020-03-19,national center for global health and medicine,recruiting,not applicable,observational,japan,covid-19 registry,other,no intervention,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=r000045453,no results,2020-03-23,2020-03-25
621,tctr20200324001,tctr,2020-03-21,2020-03-24,study group for efficiency and quality of emergency departments and non-scheduled activities departm,not recruiting,not applicable,observational,france,covid-19 preparedness among emergency departments: a cross-sectional study in france.,other,no intervention,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=5976,no results,2020-03-25,2020-03-25
622,nct04299152,clinicaltrials.gov,2020-02-28,2020-04-10,tianhe stem cell biotechnologies inc.,not recruiting,phase 2,interventional,no country given,stem cell educator therapy treat the viral inflammation caused by severe acute respiratory syndrome coronavirus 2,atmp,"cells,stem cells",https://clinicaltrials.gov/show/nct04299152,no results,2020-03-16,2020-03-18
623,nct04307459,clinicaltrials.gov,2020-03-10,2020-03-19,university of milan,not recruiting,not applicable,observational,italy,acute respiratory failure and sars-cov-2 infection in real life,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04307459,no results,2020-03-16,2020-03-18
624,nct04290780,clinicaltrials.gov,2020-02-27,2020-03-09,hospices civils de lyon,recruiting,not applicable,observational,france,multicenter study on nosocomial transmission of sars-cov-2 virus,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04290780,no results,2020-03-16,2020-03-18
